"year","month","centroid_latitude","centroid_longitude","events_total","fatalities_total"
"2012","4","-0.957","30.300","1","0"
"2012","4","-0.551","28.719","30","42"
"2012","4","-0.519","40.321","1","0"
"2012","4","0.215","10.244","1","0"
"2012","4","0.288","32.478","1","1"
"2012","4","0.316","32.591","10","1"
"2012","4","0.498","34.801","1","0"
"2012","4","0.662","41.818","7","13"
"2012","4","0.846","32.603","1","0"
"2012","4","1.971","44.660","4","4"
"2012","4","2.088","45.393","36","22"
"2012","4","2.130","29.051","2","10"
"2012","4","2.669","43.588","11","14"
"2012","4","2.768","41.770","10","16"
"2012","4","2.977","35.359","1","2"
"2012","4","3.016","45.875","1","0"
"2012","4","3.337","28.790","1","0"
"2012","4","3.664","31.746","1","0"
"2012","4","4.183","43.840","5","20"
"2012","4","4.322","45.492","11","13"
"2012","4","4.825","5.959","1","0"
"2012","4","4.890","31.459","1","0"
"2012","4","4.985","46.897","11","25"
"2012","4","5.036","6.840","1","0"
"2012","4","5.415","-4.067","1","0"
"2012","4","5.432","23.428","1","0"
"2012","4","5.555","7.030","1","0"
"2012","4","5.728","19.145","2","3"
"2012","4","5.759","-0.044","1","0"
"2012","4","5.791","8.414","1","3"
"2012","4","6.026","48.223","9","13"
"2012","4","6.149","101.238","18","5"
"2012","4","6.185","101.733","38","10"
"2012","4","6.234","6.942","2","4"
"2012","4","6.491","3.785","4","0"
"2012","4","6.511","7.393","2","1"
"2012","4","6.517","1.204","2","0"
"2012","4","6.655","5.878","1","1"
"2012","4","6.715","15.980","1","3"
"2012","4","6.727","101.334","23","15"
"2012","4","6.800","100.617","1","0"
"2012","4","6.813","80.336","1","0"
"2012","4","6.821","4.863","1","0"
"2012","4","6.828","80.033","1","0"
"2012","4","6.884","-7.694","1","8"
"2012","4","6.950","40.414","1","0"
"2012","4","7.064","17.745","1","1"
"2012","4","7.247","44.728","8","18"
"2012","4","7.297","8.816","1","0"
"2012","4","7.495","34.521","4","15"
"2012","4","7.524","99.568","1","0"
"2012","4","7.631","32.141","1","0"
"2012","4","8.054","10.384","2","16"
"2012","4","8.133","3.615","4","0"
"2012","4","8.282","80.485","1","0"
"2012","4","8.539","25.219","3","0"
"2012","4","8.664","29.801","14","59"
"2012","4","8.964","38.776","1","0"
"2012","4","8.985","7.188","3","39"
"2012","4","9.118","-11.486","4","1"
"2012","4","9.155","45.443","3","0"
"2012","4","9.170","12.295","2","2"
"2012","4","9.365","9.628","8","31"
"2012","4","9.628","-13.550","1","0"
"2012","4","9.733","28.471","1","0"
"2012","4","9.795","5.738","1","0"
"2012","4","9.802","22.402","1","78"
"2012","4","9.830","44.109","3","0"
"2012","4","10.112","32.797","9","21"
"2012","4","10.159","49.973","7","2"
"2012","4","10.262","7.873","4","50"
"2012","4","10.347","-2.199","1","0"
"2012","4","10.413","11.209","2","0"
"2012","4","10.460","47.529","1","0"
"2012","4","10.900","24.302","1","2"
"2012","4","11.008","34.095","5","64"
"2012","4","11.229","30.914","3","0"
"2012","4","11.241","38.322","2","0"
"2012","4","11.395","105.018","1","0"
"2012","4","11.457","14.792","1","0"
"2012","4","11.488","103.571","1","2"
"2012","4","11.573","8.526","5","20"
"2012","4","11.574","104.829","15","0"
"2012","4","11.576","104.272","2","0"
"2012","4","11.641","-14.951","1","1"
"2012","4","11.691","40.879","1","0"
"2012","4","11.871","-15.607","4","0"
"2012","4","11.876","13.435","14","66"
"2012","4","11.983","11.548","5","68"
"2012","4","12.325","108.950","1","1"
"2012","4","12.363","-1.542","1","0"
"2012","4","12.474","-3.589","2","0"
"2012","4","12.541","99.067","1","0"
"2012","4","12.605","-7.990","10","31"
"2012","4","12.678","106.058","1","0"
"2012","4","13.373","103.992","2","0"
"2012","4","13.479","-7.617","5","29"
"2012","4","13.508","22.703","1","1"
"2012","4","13.672","102.282","1","1"
"2012","4","13.729","100.604","6","0"
"2012","4","13.745","104.975","1","0"
"2012","4","13.800","103.078","1","1"
"2012","4","13.927","107.043","1","0"
"2012","4","14.161","103.781","1","0"
"2012","4","14.695","98.905","2","0"
"2012","4","14.701","-16.870","3","0"
"2012","4","14.948","104.335","1","0"
"2012","4","15.154","105.107","2","1"
"2012","4","15.860","25.501","1","8"
"2012","4","15.915","33.135","4","0"
"2012","4","16.988","-0.109","6","4"
"2012","4","17.053","96.115","1","0"
"2012","4","17.457","102.836","1","0"
"2012","4","18.144","-15.958","5","0"
"2012","4","19.300","104.844","2","1"
"2012","4","19.409","94.232","1","1"
"2012","4","20.193","-3.819","7","1"
"2012","4","20.813","106.090","2","0"
"2012","4","20.987","105.785","2","0"
"2012","4","22.246","92.213","33","7"
"2012","4","22.429","90.236","6","0"
"2012","4","22.822","98.007","4","13"
"2012","4","23.139","89.329","34","11"
"2012","4","23.713","2.384","1","20"
"2012","4","23.819","90.220","55","3"
"2012","4","24.476","95.477","1","0"
"2012","4","24.554","88.933","40","12"
"2012","4","24.599","91.715","17","7"
"2012","4","24.824","90.418","2","1"
"2012","4","25.897","88.967","18","1"
"2012","4","26.089","97.374","43","45"
"2012","4","26.108","68.750","301","65"
"2012","4","26.513","22.085","13","2"
"2012","4","26.944","85.607","12","5"
"2012","4","27.228","87.180","4","0"
"2012","4","27.653","85.393","11","0"
"2012","4","28.100","82.522","7","0"
"2012","4","28.382","84.036","2","0"
"2012","4","28.460","65.816","49","51"
"2012","4","29.307","80.911","6","0"
"2012","4","29.740","27.397","1","0"
"2012","4","30.037","31.564","13","21"
"2012","4","30.428","33.616","2","3"
"2012","4","30.690","30.367","1","0"
"2012","4","30.811","29.754","2","0"
"2012","4","30.829","14.149","6","1"
"2012","4","30.873","72.312","44","5"
"2012","4","31.736","9.768","1","0"
"2012","4","32.982","11.287","3","0"
"2012","4","33.339","8.715","1","0"
"2012","4","33.649","73.013","22","1"
"2012","4","33.747","-4.848","1","0"
"2012","4","33.770","70.700","27","120"
"2012","4","33.943","73.891","7","0"
"2012","4","33.993","71.672","61","14"
"2012","4","34.432","8.791","8","0"
"2012","4","34.723","10.336","2","0"
"2012","4","34.916","6.904","1","0"
"2012","4","35.120","7.894","1","0"
"2012","4","35.218","-5.435","2","0"
"2012","4","35.607","10.788","1","0"
"2012","4","35.894","10.398","1","0"
"2012","4","36.036","8.725","1","0"
"2012","4","36.233","3.908","1","2"
"2012","4","36.558","4.790","1","0"
"2012","4","36.626","10.210","1","0"
"2012","4","36.683","4.239","2","5"
"2012","4","36.702","3.032","5","0"
"2012","4","36.720","10.702","3","0"
"2012","4","36.731","5.961","1","1"
"2012","4","36.736","3.620","2","2"
"2012","4","36.755","6.889","1","0"
"2012","4","36.766","9.830","1","0"
"2012","4","36.818","10.213","27","0"
"2012","5","-32.635","22.222","9","1"
"2012","5","-32.108","26.590","22","3"
"2012","5","-29.623","27.795","2","0"
"2012","5","-29.033","28.283","1","0"
"2012","5","-28.942","30.469","7","0"
"2012","5","-28.856","22.021","3","0"
"2012","5","-28.682","26.628","5","1"
"2012","5","-26.526","31.189","1","0"
"2012","5","-26.371","25.237","10","1"
"2012","5","-26.103","31.364","1","0"
"2012","5","-26.019","28.012","11","2"
"2012","5","-25.744","30.148","5","0"
"2012","5","-23.774","29.342","6","2"
"2012","5","-22.908","17.092","11","0"
"2012","5","-21.466","46.467","4","0"
"2012","5","-19.711","46.836","1","0"
"2012","5","-19.286","32.071","1","0"
"2012","5","-18.600","47.513","11","1"
"2012","5","-17.978","31.602","2","1"
"2012","5","-17.855","31.052","6","0"
"2012","5","-16.234","46.129","6","0"
"2012","5","-10.945","15.049","2","0"
"2012","5","-10.516","27.620","1","0"
"2012","5","-9.591","13.678","1","0"
"2012","5","-6.211","23.552","1","7"
"2012","5","-6.175","39.235","3","0"
"2012","5","-4.810","18.805","1","1"
"2012","5","-4.479","15.783","2","0"
"2012","5","-4.120","39.063","1","2"
"2012","5","-3.997","39.601","2","1"
"2012","5","-3.463","29.485","1","1"
"2012","5","-3.394","29.367","1","1"
"2012","5","-3.297","28.167","6","41"
"2012","5","-2.917","36.098","1","1"
"2012","5","-2.556","30.166","2","11"
"2012","5","-2.127","29.391","2","3"
"2012","5","-1.930","30.133","2","0"
"2012","5","-1.762","34.452","2","2"
"2012","5","-1.610","29.910","3","9"
"2012","5","-1.302","36.827","2","1"
"2012","5","-1.298","35.471","1","0"
"2012","5","-0.838","30.936","1","0"
"2012","5","-0.651","34.933","1","0"
"2012","5","-0.551","28.719","32","158"
"2012","5","-0.519","40.321","5","3"
"2012","5","-0.390","36.495","1","0"
"2012","5","0.086","34.707","1","0"
"2012","5","0.137","30.009","1","1"
"2012","5","0.316","32.591","3","0"
"2012","5","0.662","41.818","16","26"
"2012","5","1.922","40.028","2","1"
"2012","5","1.971","44.660","8","6"
"2012","5","2.088","45.393","60","85"
"2012","5","2.130","29.051","3","0"
"2012","5","2.669","43.588","13","17"
"2012","5","2.768","41.770","5","0"
"2012","5","2.885","37.706","1","3"
"2012","5","2.977","35.359","1","1"
"2012","5","3.016","45.875","1","0"
"2012","5","3.220","40.711","1","0"
"2012","5","4.183","43.840","7","20"
"2012","5","4.322","45.492","14","6"
"2012","5","4.376","18.553","2","1"
"2012","5","4.684","11.854","2","0"
"2012","5","4.755","33.397","1","1"
"2012","5","4.890","31.459","6","1"
"2012","5","4.985","46.897","9","2"
"2012","5","5.036","6.840","2","4"
"2012","5","5.440","-2.102","1","0"
"2012","5","5.760","6.327","2","0"
"2012","5","5.842","15.281","1","0"
"2012","5","6.026","48.223","6","5"
"2012","5","6.149","101.238","8","0"
"2012","5","6.185","101.733","14","3"
"2012","5","6.234","6.942","2","1"
"2012","5","6.244","8.068","1","1"
"2012","5","6.250","80.461","1","1"
"2012","5","6.491","3.785","1","0"
"2012","5","6.517","1.204","1","0"
"2012","5","6.522","-10.593","1","0"
"2012","5","6.545","1.844","2","0"
"2012","5","6.655","5.878","1","1"
"2012","5","6.710","35.943","1","65"
"2012","5","6.715","15.980","1","0"
"2012","5","6.727","101.334","24","6"
"2012","5","6.760","-8.746","1","0"
"2012","5","6.800","100.617","2","0"
"2012","5","6.821","4.863","1","0"
"2012","5","6.828","80.033","2","0"
"2012","5","7.064","17.745","1","5"
"2012","5","7.117","3.267","2","1"
"2012","5","7.247","44.728","4","185"
"2012","5","7.297","8.816","4","18"
"2012","5","7.330","22.946","1","0"
"2012","5","7.382","80.724","1","0"
"2012","5","7.495","34.521","1","0"
"2012","5","7.543","4.535","2","1"
"2012","5","7.631","32.141","9","15"
"2012","5","7.697","5.301","1","0"
"2012","5","7.928","28.954","1","0"
"2012","5","8.271","49.114","1","6"
"2012","5","8.282","80.485","1","0"
"2012","5","8.389","20.571","1","0"
"2012","5","8.539","25.219","2","0"
"2012","5","8.553","8.193","1","1"
"2012","5","8.664","29.801","3","0"
"2012","5","8.917","27.038","8","27"
"2012","5","8.964","38.776","1","1"
"2012","5","9.070","47.611","2","2"
"2012","5","9.086","4.571","1","0"
"2012","5","9.155","45.443","3","1"
"2012","5","9.170","12.295","5","28"
"2012","5","9.178","80.481","2","0"
"2012","5","9.365","9.628","1","0"
"2012","5","9.628","-13.550","2","0"
"2012","5","9.733","28.471","3","0"
"2012","5","9.830","44.109","2","5"
"2012","5","10.112","32.797","2","0"
"2012","5","10.159","49.973","9","3"
"2012","5","10.262","7.873","4","0"
"2012","5","10.309","-4.490","1","0"
"2012","5","10.460","47.529","2","0"
"2012","5","10.900","24.302","10","33"
"2012","5","11.008","34.095","5","50"
"2012","5","11.229","30.914","2","48"
"2012","5","11.230","26.397","1","0"
"2012","5","11.241","38.322","4","0"
"2012","5","11.263","-14.311","1","0"
"2012","5","11.396","-4.034","1","0"
"2012","5","11.466","2.796","1","0"
"2012","5","11.573","8.526","5","12"
"2012","5","11.574","104.829","18","0"
"2012","5","11.871","-15.607","1","0"
"2012","5","11.876","13.435","10","31"
"2012","5","11.905","-2.304","1","0"
"2012","5","11.983","11.548","6","6"
"2012","5","12.083","6.003","1","4"
"2012","5","12.112","105.207","1","1"
"2012","5","12.152","15.020","1","0"
"2012","5","12.257","1.006","1","0"
"2012","5","12.308","23.234","2","0"
"2012","5","12.363","-1.542","1","0"
"2012","5","12.474","-3.589","1","0"
"2012","5","12.605","-7.990","7","3"
"2012","5","12.678","106.058","1","1"
"2012","5","12.708","5.211","1","2"
"2012","5","12.753","-16.400","3","2"
"2012","5","13.261","-16.511","1","0"
"2012","5","13.452","-16.595","2","0"
"2012","5","13.453","-2.251","1","0"
"2012","5","13.508","22.703","2","0"
"2012","5","13.526","2.119","1","0"
"2012","5","13.590","32.352","2","1"
"2012","5","13.729","100.604","14","0"
"2012","5","13.745","104.975","2","0"
"2012","5","13.800","103.078","2","0"
"2012","5","14.051","-6.003","1","0"
"2012","5","14.101","100.628","2","0"
"2012","5","14.515","-3.649","3","25"
"2012","5","15.710","35.536","2","0"
"2012","5","15.860","25.501","6","1"
"2012","5","15.915","33.135","1","0"
"2012","5","16.988","-0.109","7","6"
"2012","5","17.053","96.115","37","0"
"2012","5","17.108","95.144","3","0"
"2012","5","18.144","-15.958","13","0"
"2012","5","18.193","96.618","1","0"
"2012","5","18.328","95.642","3","0"
"2012","5","19.409","94.232","1","1"
"2012","5","19.420","10.687","1","7"
"2012","5","19.867","96.129","1","0"
"2012","5","20.074","35.413","1","1"
"2012","5","20.193","-3.819","4","2"
"2012","5","20.222","106.275","1","0"
"2012","5","20.807","97.530","1","0"
"2012","5","20.813","106.090","1","0"
"2012","5","20.940","99.508","2","0"
"2012","5","21.937","96.412","5","0"
"2012","5","22.246","92.213","31","13"
"2012","5","22.375","93.604","1","0"
"2012","5","22.429","90.236","8","5"
"2012","5","22.822","98.007","8","12"
"2012","5","23.139","89.329","18","6"
"2012","5","23.819","90.220","48","7"
"2012","5","24.476","95.477","2","0"
"2012","5","24.554","88.933","21","8"
"2012","5","24.599","91.715","15","0"
"2012","5","24.824","90.418","4","1"
"2012","5","25.897","88.967","16","4"
"2012","5","25.945","14.376","1","1"
"2012","5","26.089","97.374","27","104"
"2012","5","26.108","68.750","245","75"
"2012","5","26.291","-11.486","3","0"
"2012","5","26.513","22.085","2","0"
"2012","5","26.762","32.091","1","0"
"2012","5","26.944","85.607","31","0"
"2012","5","27.228","87.180","43","0"
"2012","5","27.653","85.393","48","1"
"2012","5","27.854","7.813","1","0"
"2012","5","28.100","82.522","13","0"
"2012","5","28.382","84.036","7","0"
"2012","5","28.460","65.816","45","40"
"2012","5","28.826","33.904","1","0"
"2012","5","29.054","29.419","2","0"
"2012","5","29.298","82.475","1","0"
"2012","5","29.307","80.911","10","0"
"2012","5","29.620","32.127","1","0"
"2012","5","30.037","31.564","8","4"
"2012","5","30.811","29.754","1","0"
"2012","5","30.829","14.149","9","9"
"2012","5","30.873","72.312","72","16"
"2012","5","31.026","32.446","1","0"
"2012","5","32.982","11.287","1","0"
"2012","5","33.065","-7.799","1","0"
"2012","5","33.649","73.013","11","0"
"2012","5","33.770","70.700","52","250"
"2012","5","33.943","73.891","2","0"
"2012","5","33.993","71.672","63","33"
"2012","5","34.085","-6.329","1","0"
"2012","5","34.882","9.527","1","0"
"2012","5","35.580","9.835","1","0"
"2012","5","36.036","8.725","2","0"
"2012","5","36.161","2.086","1","0"
"2012","5","36.205","1.267","2","0"
"2012","5","36.233","3.908","1","1"
"2012","5","36.530","2.170","1","1"
"2012","5","36.678","8.753","2","0"
"2012","5","36.683","4.239","4","6"
"2012","5","36.702","3.032","2","0"
"2012","5","36.731","5.961","1","1"
"2012","5","36.736","3.620","2","1"
"2012","5","36.766","9.830","1","0"
"2012","5","36.818","10.213","5","0"
"2012","5","36.846","7.600","1","0"
"2012","6","-32.635","22.222","22","3"
"2012","6","-32.108","26.590","25","7"
"2012","6","-29.623","27.795","1","0"
"2012","6","-28.942","30.469","19","10"
"2012","6","-28.856","22.021","9","1"
"2012","6","-28.682","26.628","1","0"
"2012","6","-26.555","31.862","1","0"
"2012","6","-26.526","31.189","3","0"
"2012","6","-26.371","25.237","7","1"
"2012","6","-26.103","31.364","7","2"
"2012","6","-26.031","32.550","4","3"
"2012","6","-26.019","28.012","16","1"
"2012","6","-25.744","30.148","14","1"
"2012","6","-25.533","32.444","3","0"
"2012","6","-23.937","46.136","1","6"
"2012","6","-23.774","29.342","4","4"
"2012","6","-22.908","17.092","3","0"
"2012","6","-20.106","28.535","4","0"
"2012","6","-17.978","31.602","1","0"
"2012","6","-17.855","31.052","3","0"
"2012","6","-17.260","29.868","2","2"
"2012","6","-16.952","37.159","2","0"
"2012","6","-16.794","26.698","1","0"
"2012","6","-16.681","31.610","1","0"
"2012","6","-15.851","32.336","1","1"
"2012","6","-15.534","29.007","7","1"
"2012","6","-13.290","32.302","1","0"
"2012","6","-13.080","27.953","3","0"
"2012","6","-12.810","25.407","1","0"
"2012","6","-10.516","27.620","3","2"
"2012","6","-9.591","13.678","1","0"
"2012","6","-6.211","17.771","1","2"
"2012","6","-6.211","23.552","3","0"
"2012","6","-6.066","22.264","1","2"
"2012","6","-4.810","18.805","2","0"
"2012","6","-4.479","15.783","2","0"
"2012","6","-3.997","39.601","8","3"
"2012","6","-3.965","15.474","2","0"
"2012","6","-3.859","29.732","1","3"
"2012","6","-3.394","29.367","1","0"
"2012","6","-3.297","28.167","11","16"
"2012","6","-3.148","39.671","3","1"
"2012","6","-2.498","25.953","1","0"
"2012","6","-2.127","29.391","3","0"
"2012","6","-2.118","36.784","1","0"
"2012","6","-2.063","40.544","1","0"
"2012","6","-1.930","30.133","3","0"
"2012","6","-1.610","29.910","1","0"
"2012","6","-1.302","36.827","5","0"
"2012","6","-1.298","35.471","1","0"
"2012","6","-1.038","36.847","2","0"
"2012","6","-0.739","34.754","1","0"
"2012","6","-0.651","34.933","3","0"
"2012","6","-0.551","28.719","49","58"
"2012","6","-0.519","40.321","6","19"
"2012","6","-0.461","36.099","1","0"
"2012","6","-0.196","34.778","2","0"
"2012","6","-0.052","34.205","1","2"
"2012","6","0.063","19.141","2","1"
"2012","6","0.205","25.633","2","6"
"2012","6","0.215","10.244","2","0"
"2012","6","0.288","32.478","1","0"
"2012","6","0.316","32.591","4","0"
"2012","6","0.375","34.266","4","0"
"2012","6","0.662","41.818","16","27"
"2012","6","0.784","34.719","2","0"
"2012","6","1.043","38.738","1","0"
"2012","6","1.541","36.940","1","1"
"2012","6","1.971","44.660","29","87"
"2012","6","2.088","45.393","46","29"
"2012","6","2.130","29.051","5","0"
"2012","6","2.669","43.588","13","27"
"2012","6","2.768","41.770","15","9"
"2012","6","2.977","35.359","1","3"
"2012","6","3.016","45.875","12","16"
"2012","6","3.128","32.105","4","0"
"2012","6","3.220","40.711","4","1"
"2012","6","3.337","28.790","2","0"
"2012","6","3.647","8.775","2","1"
"2012","6","3.665","25.377","1","1"
"2012","6","4.183","43.840","5","36"
"2012","6","4.322","45.492","11","14"
"2012","6","4.376","18.553","1","0"
"2012","6","4.890","31.459","6","2"
"2012","6","4.985","46.897","11","17"
"2012","6","5.036","6.840","4","2"
"2012","6","5.415","-4.067","4","0"
"2012","6","5.432","23.428","5","4"
"2012","6","5.458","-6.450","1","17"
"2012","6","5.555","7.030","2","0"
"2012","6","5.671","-1.167","2","2"
"2012","6","5.759","-0.044","1","0"
"2012","6","5.760","6.327","4","2"
"2012","6","5.791","8.414","2","5"
"2012","6","5.999","-8.366","1","0"
"2012","6","6.026","48.223","4","6"
"2012","6","6.149","101.238","15","9"
"2012","6","6.185","101.733","23","7"
"2012","6","6.234","6.942","4","17"
"2012","6","6.244","8.068","1","0"
"2012","6","6.250","80.461","7","2"
"2012","6","6.491","3.785","4","0"
"2012","6","6.511","7.393","3","6"
"2012","6","6.517","1.204","6","0"
"2012","6","6.538","0.397","4","5"
"2012","6","6.655","5.878","2","0"
"2012","6","6.695","30.126","2","0"
"2012","6","6.727","101.334","36","9"
"2012","6","6.740","-1.625","2","0"
"2012","6","6.800","100.617","3","0"
"2012","6","6.828","80.033","3","0"
"2012","6","6.884","-7.694","2","4"
"2012","6","6.950","40.414","4","20"
"2012","6","6.963","81.239","1","0"
"2012","6","7.117","3.267","3","4"
"2012","6","7.247","44.728","5","22"
"2012","6","7.297","8.816","1","1"
"2012","6","7.382","80.724","1","0"
"2012","6","7.495","34.521","1","0"
"2012","6","7.543","4.535","1","0"
"2012","6","7.631","32.141","2","12"
"2012","6","7.697","5.301","1","0"
"2012","6","7.753","81.462","1","0"
"2012","6","7.911","80.108","2","0"
"2012","6","7.928","28.954","1","0"
"2012","6","7.978","98.336","1","0"
"2012","6","8.054","10.384","1","0"
"2012","6","8.133","3.615","1","2"
"2012","6","8.271","49.114","1","1"
"2012","6","8.282","80.485","2","0"
"2012","6","8.335","-13.066","1","0"
"2012","6","8.539","25.219","1","0"
"2012","6","8.553","8.193","1","1"
"2012","6","8.964","38.776","1","2"
"2012","6","8.985","7.188","6","0"
"2012","6","9.070","47.611","8","14"
"2012","6","9.086","4.571","2","2"
"2012","6","9.155","45.443","3","7"
"2012","6","9.170","12.295","2","5"
"2012","6","9.178","80.481","8","2"
"2012","6","9.277","0.002","2","1"
"2012","6","9.365","9.628","9","20"
"2012","6","9.628","-13.550","4","0"
"2012","6","9.733","28.471","1","0"
"2012","6","9.830","44.109","3","2"
"2012","6","10.112","32.797","2","0"
"2012","6","10.159","49.973","11","5"
"2012","6","10.262","7.873","13","112"
"2012","6","10.325","-0.437","1","3"
"2012","6","10.413","11.209","1","2"
"2012","6","10.460","47.529","2","0"
"2012","6","10.592","-12.008","2","1"
"2012","6","10.726","-0.819","1","4"
"2012","6","10.900","24.302","7","1"
"2012","6","10.990","9.332","3","29"
"2012","6","11.008","34.095","4","0"
"2012","6","11.033","107.175","1","0"
"2012","6","11.229","30.914","11","9"
"2012","6","11.230","26.397","1","7"
"2012","6","11.241","38.322","1","0"
"2012","6","11.395","105.018","4","0"
"2012","6","11.573","8.526","10","38"
"2012","6","11.574","104.829","9","0"
"2012","6","11.691","40.879","1","3"
"2012","6","11.718","-0.276","1","0"
"2012","6","11.869","28.221","1","0"
"2012","6","11.871","-15.607","1","0"
"2012","6","11.876","13.435","8","50"
"2012","6","11.983","11.548","11","20"
"2012","6","12.083","6.003","1","27"
"2012","6","12.112","105.207","2","0"
"2012","6","12.308","23.234","4","1"
"2012","6","12.363","-1.542","4","0"
"2012","6","12.605","-7.990","5","0"
"2012","6","12.909","34.082","2","0"
"2012","6","13.162","3.306","1","7"
"2012","6","13.224","-1.031","1","0"
"2012","6","13.261","-16.511","1","4"
"2012","6","13.453","-2.251","2","0"
"2012","6","13.479","-7.617","1","0"
"2012","6","13.508","22.703","8","9"
"2012","6","13.590","32.352","4","0"
"2012","6","13.729","100.604","5","0"
"2012","6","14.214","35.022","2","0"
"2012","6","14.389","29.437","6","0"
"2012","6","14.515","-3.649","1","0"
"2012","6","14.659","33.229","3","0"
"2012","6","14.737","-17.240","2","0"
"2012","6","14.842","39.004","1","0"
"2012","6","15.279","37.631","1","0"
"2012","6","15.710","35.536","5","0"
"2012","6","15.860","25.501","21","50"
"2012","6","15.915","33.135","49","0"
"2012","6","16.349","102.684","2","0"
"2012","6","16.662","2.916","1","0"
"2012","6","16.988","-0.109","11","31"
"2012","6","17.053","96.115","5","0"
"2012","6","17.331","-13.255","4","0"
"2012","6","17.369","97.787","1","0"
"2012","6","18.144","-15.958","12","1"
"2012","6","18.835","33.123","2","0"
"2012","6","19.245","97.320","2","10"
"2012","6","19.300","104.844","1","0"
"2012","6","19.409","94.232","39","117"
"2012","6","19.428","103.377","1","11"
"2012","6","19.805","0.630","4","0"
"2012","6","19.867","96.129","2","0"
"2012","6","20.074","35.413","3","0"
"2012","6","20.168","-15.885","1","0"
"2012","6","20.193","-3.819","10","2"
"2012","6","20.807","97.530","11","9"
"2012","6","20.813","106.090","1","0"
"2012","6","20.940","99.508","3","3"
"2012","6","20.987","105.785","4","0"
"2012","6","21.937","96.412","3","0"
"2012","6","22.246","92.213","28","2"
"2012","6","22.429","90.236","4","0"
"2012","6","22.822","98.007","14","2"
"2012","6","23.139","89.329","35","13"
"2012","6","23.668","32.692","1","12"
"2012","6","23.819","90.220","61","6"
"2012","6","24.554","88.933","22","7"
"2012","6","24.599","91.715","14","1"
"2012","6","24.824","90.418","3","2"
"2012","6","25.897","88.967","13","4"
"2012","6","25.945","14.376","2","3"
"2012","6","26.089","97.374","17","19"
"2012","6","26.108","68.750","428","87"
"2012","6","26.513","22.085","26","82"
"2012","6","26.944","85.607","5","0"
"2012","6","27.228","87.180","7","0"
"2012","6","27.404","31.740","1","0"
"2012","6","27.653","85.393","21","0"
"2012","6","28.100","82.522","2","1"
"2012","6","28.213","30.912","1","0"
"2012","6","28.382","84.036","3","0"
"2012","6","28.460","65.816","55","148"
"2012","6","28.826","33.904","1","1"
"2012","6","29.054","29.419","3","0"
"2012","6","29.298","82.475","4","0"
"2012","6","29.307","80.911","1","0"
"2012","6","29.620","32.127","4","1"
"2012","6","29.740","27.397","1","0"
"2012","6","30.037","31.564","18","0"
"2012","6","30.428","33.616","4","3"
"2012","6","30.811","29.754","4","0"
"2012","6","30.829","14.149","27","143"
"2012","6","30.873","72.312","132","13"
"2012","6","31.081","6.762","1","1"
"2012","6","31.319","31.692","1","0"
"2012","6","31.736","9.768","3","0"
"2012","6","32.982","11.287","5","0"
"2012","6","33.065","-7.799","1","0"
"2012","6","33.649","73.013","10","0"
"2012","6","33.770","70.700","65","331"
"2012","6","33.943","73.891","2","0"
"2012","6","33.984","8.070","1","0"
"2012","6","33.993","71.672","90","156"
"2012","6","34.085","-6.329","1","0"
"2012","6","34.723","10.336","1","0"
"2012","6","34.916","6.904","1","0"
"2012","6","35.209","8.855","1","0"
"2012","6","35.218","-5.435","2","0"
"2012","6","35.341","5.731","1","0"
"2012","6","35.623","-0.704","1","0"
"2012","6","35.801","74.856","2","0"
"2012","6","35.894","10.398","3","1"
"2012","6","36.205","1.267","1","0"
"2012","6","36.233","3.908","2","1"
"2012","6","36.505","2.956","6","10"
"2012","6","36.678","8.753","1","0"
"2012","6","36.683","4.239","9","16"
"2012","6","36.702","3.032","3","0"
"2012","6","36.720","10.702","2","0"
"2012","6","36.818","10.213","9","0"
"2012","6","36.846","7.600","1","0"
"2012","7","-32.635","22.222","28","4"
"2012","7","-32.108","26.590","18","2"
"2012","7","-28.942","30.469","15","6"
"2012","7","-28.856","22.021","1","0"
"2012","7","-28.682","26.628","4","0"
"2012","7","-26.555","31.862","1","0"
"2012","7","-26.526","31.189","3","0"
"2012","7","-26.371","25.237","6","4"
"2012","7","-26.103","31.364","5","0"
"2012","7","-26.031","32.550","1","0"
"2012","7","-26.019","28.012","7","4"
"2012","7","-23.774","29.342","5","2"
"2012","7","-22.908","17.092","12","1"
"2012","7","-21.466","46.467","1","12"
"2012","7","-20.783","31.343","1","0"
"2012","7","-19.082","29.862","1","0"
"2012","7","-18.600","47.513","3","3"
"2012","7","-17.978","31.602","1","0"
"2012","7","-17.855","31.052","7","0"
"2012","7","-17.260","29.868","1","0"
"2012","7","-15.851","32.336","1","0"
"2012","7","-15.534","29.007","4","0"
"2012","7","-15.306","35.328","1","0"
"2012","7","-15.175","39.037","1","1"
"2012","7","-14.853","15.010","1","0"
"2012","7","-13.080","27.953","5","0"
"2012","7","-12.819","13.901","1","2"
"2012","7","-10.516","27.620","2","14"
"2012","7","-9.591","13.678","3","0"
"2012","7","-6.872","39.191","2","1"
"2012","7","-6.716","27.970","2","0"
"2012","7","-6.175","39.235","2","0"
"2012","7","-6.066","22.264","1","0"
"2012","7","-5.669","34.696","1","1"
"2012","7","-4.479","15.783","2","0"
"2012","7","-3.997","39.601","1","0"
"2012","7","-3.451","29.964","1","2"
"2012","7","-3.381","31.732","2","0"
"2012","7","-3.297","28.167","38","43"
