"year","month","centroid_latitude","centroid_longitude","events_total","fatalities_total"
"2020","5","16.094","43.204","45","72"
"2020","5","16.096","-86.949","2","0"
"2020","5","16.116","43.941","1","0"
"2020","5","16.160","5.340","1","3"
"2020","5","16.171","-61.703","4","0"
"2020","5","16.260","-92.233","15","0"
"2020","5","16.330","-61.420","2","0"
"2020","5","16.349","102.684","3","0"
"2020","5","16.529","48.627","15","14"
"2020","5","16.572","-9.726","1","2"
"2020","5","16.596","45.599","62","165"
"2020","5","16.662","2.916","8","9"
"2020","5","16.700","-11.852","6","0"
"2020","5","16.721","-22.939","1","0"
"2020","5","16.813","-88.462","2","2"
"2020","5","16.898","-90.062","4","0"
"2020","5","16.948","-88.891","2","1"
"2020","5","16.988","-0.109","22","99"
"2020","5","17.053","96.115","2","0"
"2020","5","17.058","51.824","3","0"
"2020","5","17.088","44.042","97","57"
"2020","5","17.110","-61.829","2","0"
"2020","5","17.110","97.355","1","0"
"2020","5","17.134","120.614","1","1"
"2020","5","17.163","-96.278","46","26"
"2020","5","17.191","121.986","1","1"
"2020","5","17.331","-13.255","3","1"
"2020","5","17.353","42.800","2","0"
"2020","5","17.367","121.064","2","1"
"2020","5","17.369","97.787","18","2"
"2020","5","17.538","-88.435","4","0"
"2020","5","17.602","-99.946","80","56"
"2020","5","17.783","-88.858","3","1"
"2020","5","17.875","79.306","26","0"
"2020","5","17.923","-92.590","14","11"
"2020","5","17.952","-77.272","1","1"
"2020","5","17.960","-95.178","83","53"
"2020","5","17.969","-76.784","17","13"
"2020","5","17.971","-76.444","1","1"
"2020","5","18.042","-63.054","2","0"
"2020","5","18.057","-77.783","1","1"
"2020","5","18.063","-66.862","2","0"
"2020","5","18.064","-66.613","1","0"
"2020","5","18.069","-77.519","2","0"
"2020","5","18.083","-63.054","2","0"
"2020","5","18.121","-65.457","1","0"
"2020","5","18.125","-76.535","1","1"
"2020","5","18.144","-15.958","7","0"
"2020","5","18.193","96.618","1","0"
"2020","5","18.214","-77.996","1","1"
"2020","5","18.218","-72.783","2","1"
"2020","5","18.226","-88.325","1","0"
"2020","5","18.228","-73.883","1","0"
"2020","5","18.238","45.612","3","0"
"2020","5","18.260","-65.975","1","1"
"2020","5","18.283","-67.116","2","2"
"2020","5","18.328","-77.250","1","0"
"2020","5","18.344","-66.168","1","1"
"2020","5","18.347","-65.817","2","0"
"2020","5","18.364","-65.953","1","3"
"2020","5","18.368","-77.854","1","0"
"2020","5","18.384","-66.054","11","6"
"2020","5","18.404","-73.319","2","0"
"2020","5","18.415","-66.400","1","1"
"2020","5","18.419","-65.864","1","0"
"2020","5","18.432","-66.280","1","1"
"2020","5","18.484","-69.929","1","0"
"2020","5","18.608","-69.489","1","0"
"2020","5","18.617","-72.174","71","103"
"2020","5","18.696","98.617","1","0"
"2020","5","18.734","-99.101","26","15"
"2020","5","18.817","75.426","56","9"
"2020","5","18.923","-70.416","1","0"
"2020","5","19.011","-72.016","2","0"
"2020","5","19.100","-103.924","23","28"
"2020","5","19.159","109.584","1","0"
"2020","5","19.161","-101.668","122","98"
"2020","5","19.204","42.953","1","0"
"2020","5","19.245","97.320","1","1"
"2020","5","19.320","-99.152","95","36"
"2020","5","19.328","-99.822","95","67"
"2020","5","19.333","-89.942","21","2"
"2020","5","19.335","-72.493","1","0"
"2020","5","19.350","-97.420","61","30"
"2020","5","19.409","94.232","51","24"
"2020","5","19.418","-98.110","4","1"
"2020","5","19.429","-6.969","1","0"
"2020","5","19.567","-72.218","1","0"
"2020","5","19.590","-155.449","19","0"
"2020","5","19.648","-14.886","2","0"
"2020","5","19.741","-88.324","20","11"
"2020","5","19.805","0.630","5","6"
"2020","5","20.074","35.413","6","0"
"2020","5","20.168","-15.885","6","0"
"2020","5","20.189","84.472","44","4"
"2020","5","20.193","-3.819","12","13"
"2020","5","20.223","-75.946","1","0"
"2020","5","20.223","18.262","1","27"
"2020","5","20.497","-99.214","52","6"
"2020","5","20.615","-89.085","11","0"
"2020","5","20.838","-103.217","71","77"
"2020","5","20.845","-99.998","3","0"
"2020","5","20.877","-101.259","104","136"
"2020","5","20.940","99.508","1","0"
"2020","5","20.950","81.509","9","11"
"2020","5","21.390","-77.830","1","0"
"2020","5","21.780","-72.258","2","0"
"2020","5","21.843","-104.828","9","2"
"2020","5","21.937","96.412","1","0"
"2020","5","22.040","-102.313","2","0"
"2020","5","22.199","113.544","1","0"
"2020","5","22.246","92.213","14","5"
"2020","5","22.375","93.604","15","4"
"2020","5","22.390","120.657","2","0"
"2020","5","22.413","114.054","152","0"
"2020","5","22.416","72.043","48","7"
"2020","5","22.429","90.236","6","1"
"2020","5","22.598","-81.083","1","0"
"2020","5","22.735","-14.742","4","1"
"2020","5","22.783","-82.919","1","0"
"2020","5","22.822","98.007","19","6"
"2020","5","22.828","-101.097","26","16"
"2020","5","22.868","112.394","14","0"
"2020","5","22.973","120.636","8","0"
"2020","5","23.058","-82.359","3","0"
"2020","5","23.082","-103.209","38","43"
"2020","5","23.139","89.329","15","5"
"2020","5","23.149","120.343","2","0"
"2020","5","23.426","120.510","1","0"
"2020","5","23.456","45.232","2","0"
"2020","5","23.652","85.167","40","9"
"2020","5","23.668","32.692","1","0"
"2020","5","23.669","120.401","2","0"
"2020","5","23.713","2.384","2","0"
"2020","5","23.735","91.554","34","2"
"2020","5","23.735","121.395","5","0"
"2020","5","23.819","90.220","60","5"
"2020","5","23.887","108.997","1","0"
"2020","5","23.972","79.393","30","4"
"2020","5","24.121","9.588","1","3"
"2020","5","24.220","120.818","1","0"
"2020","5","24.346","123.847","2","0"
"2020","5","24.390","88.100","99","4"
"2020","5","24.476","95.477","2","2"
"2020","5","24.554","88.933","13","6"
"2020","5","24.585","-104.584","11","3"
"2020","5","24.599","91.715","3","1"
"2020","5","24.649","121.647","1","0"
"2020","5","24.757","-107.386","58","34"
"2020","5","24.764","93.865","5","0"
"2020","5","24.824","90.418","2","0"
"2020","5","24.854","121.256","1","0"
"2020","5","24.944","-98.431","39","17"
"2020","5","25.033","-77.393","1","0"
"2020","5","25.086","121.564","25","0"
"2020","5","25.182","101.302","4","0"
"2020","5","25.293","51.501","2","0"
"2020","5","25.437","-111.545","4","2"
"2020","5","25.480","-99.502","81","54"
"2020","5","25.578","91.269","5","0"
"2020","5","25.897","88.967","8","0"
"2020","5","25.903","86.125","106","10"
"2020","5","25.945","14.376","8","8"
"2020","5","25.963","118.007","4","0"
"2020","5","26.053","90.762","82","2"
"2020","5","26.108","68.750","443","2"
"2020","5","26.108","94.560","2","0"
"2020","5","26.147","50.481","13","0"
"2020","5","26.193","50.551","2","0"
"2020","5","26.255","50.643","1","0"
"2020","5","26.291","-11.486","1","0"
"2020","5","26.513","22.085","1","0"
"2020","5","26.628","73.826","20","3"
"2020","5","26.924","106.620","1","0"
"2020","5","26.944","85.607","96","0"
"2020","5","27.042","89.103","1","0"
"2020","5","27.133","80.782","59","19"
"2020","5","27.142","55.033","1","0"
"2020","5","27.204","-102.311","26","6"
"2020","5","27.228","87.180","40","0"
"2020","5","27.281","115.481","12","0"
"2020","5","27.400","111.360","6","0"
"2020","5","27.582","-6.269","1","0"
"2020","5","27.598","88.451","1","0"
"2020","5","27.653","85.393","52","0"
"2020","5","27.975","-81.561","198","0"
"2020","5","28.028","95.055","11","1"
"2020","5","28.100","82.522","55","1"
"2020","5","28.273","60.861","2","0"
"2020","5","28.293","-16.622","3","0"
"2020","5","28.382","84.036","28","0"
"2020","5","28.386","-10.084","2","0"
"2020","5","28.460","65.816","25","25"
"2020","5","28.645","77.123","11","1"
"2020","5","28.704","-106.038","36","40"
"2020","5","28.785","51.504","2","0"
"2020","5","29.054","29.419","1","0"
"2020","5","29.178","119.735","1","0"
"2020","5","29.233","57.339","22","0"
"2020","5","29.294","76.053","20","1"
"2020","5","29.298","82.475","42","6"
"2020","5","29.307","80.911","28","0"
"2020","5","29.347","47.969","1","0"
"2020","5","29.358","53.318","4","0"
"2020","5","29.401","-110.554","63","37"
"2020","5","29.736","-8.158","3","0"
"2020","5","29.996","79.237","11","0"
"2020","5","30.182","102.291","9","0"
"2020","5","30.191","107.859","10","0"
"2020","5","30.205","47.508","43","6"
"2020","5","30.243","36.501","1","0"
"2020","5","30.359","-115.244","55","53"
"2020","5","30.411","45.361","17","0"
"2020","5","30.428","33.616","78","112"
"2020","5","30.678","34.883","6","0"
"2020","5","30.690","30.367","1","0"
"2020","5","30.703","51.095","7","0"
"2020","5","30.726","76.787","15","0"
"2020","5","30.811","29.754","1","0"
"2020","5","30.829","14.149","314","384"
"2020","5","30.841","62.475","3","1"
"2020","5","30.873","72.312","140","4"
"2020","5","30.971","-91.647","56","0"
"2020","5","31.024","75.582","116","4"
"2020","5","31.070","43.380","2","0"
"2020","5","31.076","65.693","71","184"
"2020","5","31.077","121.333","8","0"
"2020","5","31.143","112.913","13","0"
"2020","5","31.169","-99.683","212","1"
"2020","5","31.288","46.273","26","2"
"2020","5","31.292","-5.575","3","0"
"2020","5","31.390","-2.017","1","0"
"2020","5","31.397","64.043","31","136"
"2020","5","31.407","34.358","132","3"
"2020","5","31.464","48.992","35","0"
"2020","5","31.483","54.416","1","0"
"2020","5","31.591","130.993","1","0"
"2020","5","31.603","35.667","1","0"
"2020","5","31.728","34.995","18","0"
"2020","5","31.736","9.768","11","0"
"2020","5","31.806","-8.306","4","0"
"2020","5","31.816","77.322","4","0"
"2020","5","31.845","45.167","15","0"
"2020","5","31.861","36.874","2","1"
"2020","5","31.948","35.267","373","5"
"2020","5","31.979","50.810","1","0"
"2020","5","31.999","47.135","4","0"
"2020","5","32.022","117.120","9","0"
"2020","5","32.085","34.917","11","0"
"2020","5","32.098","34.810","22","0"
"2020","5","32.277","67.019","24","166"
"2020","5","32.291","35.732","1","0"
"2020","5","32.409","-6.280","5","0"
"2020","5","32.442","3.556","1","0"
"2020","5","32.474","35.835","2","0"
"2020","5","32.490","43.807","6","1"
"2020","5","32.497","62.410","17","63"
"2020","5","32.512","68.655","15","115"
"2020","5","32.577","44.637","6","2"
"2020","5","32.593","-89.705","29","0"
"2020","5","32.603","-86.732","64","1"
"2020","5","32.609","52.048","8","0"
"2020","5","32.628","34.982","9","0"
"2020","5","32.675","-83.251","124","0"
"2020","5","32.686","128.756","4","0"
"2020","5","32.706","45.704","25","1"
"2020","5","32.750","-16.980","1","0"
"2020","5","32.762","36.892","11","4"
"2020","5","32.801","66.008","25","111"
"2020","5","32.831","36.111","141","107"
"2020","5","32.839","35.381","9","0"
"2020","5","32.938","119.917","16","0"
"2020","5","32.982","11.287","12","0"
"2020","5","33.011","35.799","2","2"
"2020","5","33.043","46.872","2","0"
"2020","5","33.065","-7.799","13","0"
"2020","5","33.155","67.754","41","174"
"2020","5","33.177","41.399","24","40"
"2020","5","33.278","44.378","25","13"
"2020","5","33.283","35.497","20","0"
"2020","5","33.339","8.715","8","0"
"2020","5","33.342","35.304","28","2"
"2020","5","33.377","69.897","13","21"
"2020","5","33.381","126.547","12","0"
"2020","5","33.454","37.431","13","8"
"2020","5","33.515","36.274","5","3"
"2020","5","33.516","48.322","3","1"
"2020","5","33.531","75.181","202","56"
"2020","5","33.581","-2.391","5","0"
"2020","5","33.617","69.284","26","146"
"2020","5","33.622","-80.570","64","0"
"2020","5","33.641","35.810","19","2"
"2020","5","33.647","66.346","4","29"
"2020","5","33.649","73.013","5","2"
"2020","5","33.747","-4.848","5","0"
"2020","5","33.776","9.791","3","0"
"2020","5","33.851","35.648","35","1"
"2020","5","33.858","113.055","14","0"
"2020","5","33.889","35.502","65","0"
"2020","5","33.928","77.389","8","0"
"2020","5","33.943","73.891","7","2"
"2020","5","33.982","69.195","25","85"
"2020","5","33.984","8.070","7","0"
"2020","5","33.993","71.672","56","23"
"2020","5","34.071","44.890","76","60"
"2020","5","34.085","-106.045","46","0"
"2020","5","34.085","-6.329","7","0"
"2020","5","34.167","36.299","15","0"
"2020","5","34.169","-111.668","47","0"
"2020","5","34.206","64.582","24","68"
"2020","5","34.237","68.160","23","67"
"2020","5","34.239","62.068","36","70"
"2020","5","34.256","131.523","2","0"
"2020","5","34.320","35.937","59","0"
"2020","5","34.347","3.212","1","0"
"2020","5","34.373","70.366","23","120"
"2020","5","34.432","8.791","18","0"
"2020","5","34.471","38.206","4","8"
"2020","5","34.477","49.582","4","0"
"2020","5","34.487","46.809","5","1"
"2020","5","34.490","136.523","1","0"
"2020","5","34.525","69.343","40","61"
"2020","5","34.550","36.190","21","0"
"2020","5","34.651","132.766","1","0"
"2020","5","34.662","135.556","6","0"
"2020","5","34.667","51.002","2","0"
"2020","5","34.669","43.632","41","57"
"2020","5","34.673","-1.295","3","0"
"2020","5","34.687","-0.440","4","0"
"2020","5","34.723","10.336","14","0"
"2020","5","34.752","-92.495","39","0"
"2020","5","34.788","5.810","4","0"
"2020","5","34.795","32.986","3","0"
"2020","5","34.809","70.270","18","61"
"2020","5","34.870","48.559","2","0"
"2020","5","34.879","127.028","6","0"
"2020","5","34.882","9.527","16","0"
"2020","5","34.909","69.747","10","10"
"2020","5","34.912","33.470","3","0"
"2020","5","34.954","36.075","1","0"
"2020","5","34.954","132.411","2","0"
"2020","5","35.001","137.277","3","0"
"2020","5","35.002","68.758","16","31"
"2020","5","35.005","71.041","1","0"
"2020","5","35.082","33.073","11","0"
"2020","5","35.120","7.894","3","0"
"2020","5","35.125","4.210","1","0"
"2020","5","35.151","134.845","3","0"
"2020","5","35.202","129.078","41","0"
"2020","5","35.209","8.855","11","0"
"2020","5","35.214","126.916","15","0"
"2020","5","35.216","-80.432","143","0"
"2020","5","35.218","-5.435","14","0"
"2020","5","35.232","40.276","91","111"
"2020","5","35.257","63.581","15","40"
"2020","5","35.286","44.060","38","47"
"2020","5","35.290","-97.218","37","0"
"2020","5","35.293","-2.952","1","0"
"2020","5","35.309","24.469","8","0"
"2020","5","35.317","37.341","53","87"
"2020","5","35.334","134.259","2","0"
"2020","5","35.341","5.731","1","0"
"2020","5","35.343","10.603","8","0"
"2020","5","35.345","128.449","31","0"
"2020","5","35.405","139.313","4","0"
"2020","5","35.470","71.117","2","0"
"2020","5","35.501","129.191","13","0"
"2020","5","35.501","140.231","1","0"
"2020","5","35.502","51.327","28","0"
"2020","5","35.526","45.379","27","6"
"2020","5","35.580","9.835","15","0"
"2020","5","35.585","35.992","8","0"
"2020","5","35.601","47.006","15","10"
"2020","5","35.607","10.788","13","0"
"2020","5","35.623","-0.704","4","0"
"2020","5","35.640","109.525","1","0"
"2020","5","35.700","139.491","26","0"
"2020","5","35.708","127.142","15","0"
"2020","5","35.715","66.088","8","15"
"2020","5","35.779","59.030","6","5"
"2020","5","35.787","54.968","1","0"
"2020","5","35.790","69.109","15","15"
"2020","5","35.801","74.856","2","0"
"2020","5","35.819","136.436","1","0"
"2020","5","35.832","-86.321","78","1"
"2020","5","35.855","36.565","241","93"
"2020","5","35.861","14.536","3","0"
"2020","5","35.894","-5.356","1","0"
"2020","5","35.894","10.398","13","0"
"2020","5","35.904","14.467","2","0"
"2020","5","35.923","128.644","12","0"
"2020","5","35.946","50.906","2","0"
"2020","5","35.972","9.358","8","0"
"2020","5","35.988","42.350","10","24"
"2020","5","35.993","67.728","5","7"
"2020","5","36.004","0.368","1","0"
"2020","5","36.018","139.282","2","0"
"2020","5","36.027","38.922","104","104"
"2020","5","36.036","8.725","2","0"
"2020","5","36.098","4.663","3","0"
"2020","5","36.109","5.559","2","0"
"2020","5","36.109","50.039","2","0"
"2020","5","36.114","138.097","4","0"
"2020","5","36.145","37.398","137","51"
"2020","5","36.161","2.086","3","2"
"2020","5","36.209","64.769","24","61"
"2020","5","36.233","3.908","5","0"
"2020","5","36.252","6.165","1","0"
"2020","5","36.295","118.014","10","0"
"2020","5","36.309","128.607","17","0"
"2020","5","36.325","127.381","6","0"
"2020","5","36.332","10.045","4","0"
"2020","5","36.349","7.412","1","0"
"2020","5","36.360","6.668","2","0"
"2020","5","36.363","52.368","2","0"
"2020","5","36.379","44.210","33","28"
"2020","5","36.411","36.227","3","0"
"2020","5","36.413","40.552","174","48"
"2020","5","36.494","126.783","2","0"
"2020","5","36.505","2.956","1","0"
"2020","5","36.521","138.919","1","0"
"2020","5","36.529","66.912","42","106"
"2020","5","36.558","4.790","19","0"
"2020","5","36.592","127.156","7","0"
"2020","5","36.592","127.531","16","0"
"2020","5","36.626","10.210","1","0"
"2020","5","36.678","8.753","5","0"
"2020","5","36.683","4.239","15","0"
"2020","5","36.700","69.631","19","82"
"2020","5","36.702","3.032","1","0"
"2020","5","36.712","65.938","16","92"
"2020","5","36.720","10.702","6","0"
"2020","5","36.731","5.961","2","0"
"2020","5","36.733","33.759","5","0"
"2020","5","36.736","3.620","3","0"
"2020","5","36.746","9.203","8","0"
"2020","5","36.755","6.889","1","0"
"2020","5","36.763","31.930","8","0"
"2020","5","36.766","9.830","6","0"
"2020","5","36.804","68.666","33","157"
"2020","5","36.818","10.213","19","0"
"2020","5","36.846","7.600","7","1"
"2020","5","36.946","28.646","4","0"
"2020","5","36.966","73.342","28","103"
"2020","5","37.036","9.640","6","0"
"2020","5","37.045","43.139","78","10"
"2020","5","37.255","-8.150","2","0"
"2020","5","37.272","-119.992","583","4"
"2020","5","37.298","54.880","1","0"
"2020","5","37.326","30.248","1","0"
"2020","5","37.326","40.776","5","2"
"2020","5","37.342","36.299","1","0"
"2020","5","37.344","38.923","4","0"
"2020","5","37.365","-4.543","36","0"
"2020","5","37.370","22.235","4","0"
"2020","5","37.391","43.997","21","7"
"2020","5","37.425","57.178","3","0"
"2020","5","37.438","42.588","18","5"
"2020","5","37.466","126.688","6","0"
"2020","5","37.475","14.138","96","0"
"2020","5","37.475","35.373","13","0"
"2020","5","37.509","49.019","3","0"
"2020","5","37.539","127.455","25","0"
"2020","5","37.555","127.003","139","0"
"2020","5","37.617","128.302","13","0"
"2020","5","37.645","139.158","1","0"
"2020","5","37.667","112.420","3","0"
"2020","5","37.679","29.246","3","0"
"2020","5","37.694","102.884","1","0"
"2020","5","37.720","26.821","10","0"
"2020","5","37.732","28.058","7","0"
"2020","5","37.808","-25.473","1","0"
"2020","5","37.815","38.209","2","3"
"2020","5","37.824","-84.729","75","1"
"2020","5","37.829","69.169","2","0"
"2020","5","37.874","44.700","14","9"
"2020","5","37.885","36.885","1","0"
"2020","5","37.928","42.091","13","6"
"2020","5","37.994","23.801","57","0"
"2020","5","38.002","-78.240","137","0"
"2020","5","38.023","41.313","6","0"
"2020","5","38.063","-1.672","7","0"
"2020","5","38.073","73.078","8","0"
"2020","5","38.086","46.692","5","0"
"2020","5","38.096","67.550","1","0"
"2020","5","38.111","40.225","58","2"
"2020","5","38.297","-8.461","1","0"
"2020","5","38.303","-92.493","89","2"
"2020","5","38.407","47.986","1","0"
"2020","5","38.497","42.227","9","5"
"2020","5","38.506","35.919","2","0"
"2020","5","38.510","37.844","1","0"
"2020","5","38.533","-116.689","32","1"
"2020","5","38.537","-98.329","42","0"
"2020","5","38.546","43.595","21","3"
"2020","5","38.560","68.810","1","0"
"2020","5","38.599","27.042","11","0"
"2020","5","38.710","39.344","1","0"
"2020","5","38.742","66.141","1","0"
"2020","5","38.746","28.094","4","0"
"2020","5","38.823","-76.750","72","0"
"2020","5","38.896","-76.989","24","0"
"2020","5","38.915","-80.297","27","0"
"2020","5","38.961","-105.550","76","0"
"2020","5","38.995","-9.187","13","0"
"2020","5","39.009","41.947","4","0"
"2020","5","39.025","40.718","1","0"
"2020","5","39.030","16.645","35","0"
"2020","5","39.086","62.816","1","0"
"2020","5","39.146","-75.580","17","0"
"2020","5","39.166","22.121","5","0"
"2020","5","39.189","39.347","6","10"
"2020","5","39.214","-5.973","6","0"
"2020","5","39.304","115.627","15","0"
"2020","5","39.316","-0.748","13","0"
"2020","5","39.332","29.606","1","0"
"2020","5","39.347","46.934","3","0"
"2020","5","39.352","46.150","5","0"
"2020","5","39.371","117.318","3","0"
"2020","5","39.466","43.467","4","5"
"2020","5","39.499","-111.549","34","0"
"2020","5","39.545","39.043","1","0"
"2020","5","39.545","48.469","1","0"
"2020","5","39.567","47.378","74","0"
"2020","5","39.599","141.362","2","0"
"2020","5","39.614","2.889","5","0"
"2020","5","39.614","31.063","1","0"
"2020","5","39.647","49.050","1","0"
"2020","5","39.651","-8.875","1","0"
"2020","5","39.653","46.958","24","1"
"2020","5","39.675","-3.273","8","0"
"2020","5","39.694","46.682","1","0"
"2020","5","39.707","32.501","54","0"
"2020","5","39.735","-86.174","85","0"
"2020","5","39.752","45.425","42","0"
"2020","5","39.759","-89.449","179","3"
"2020","5","39.849","55.338","1","1"
"2020","5","39.868","71.574","4","0"
"2020","5","39.881","43.976","6","0"
"2020","5","39.947","21.118","1","0"
"2020","5","39.954","44.802","17","0"
"2020","5","39.958","66.395","1","0"
"2020","5","39.975","69.134","2","0"
"2020","5","39.999","47.414","20","0"
"2020","5","40.030","46.927","62","0"
"2020","5","40.062","9.098","40","0"
"2020","5","40.102","28.939","5","0"
"2020","5","40.137","49.423","4","0"
"2020","5","40.142","-74.378","88","0"
"2020","5","40.147","19.762","6","0"
"2020","5","40.150","44.045","1","0"
"2020","5","40.164","73.361","1","0"
"2020","5","40.167","44.532","14","0"
"2020","5","40.177","-82.747","171","0"
"2020","5","40.209","63.651","1","0"
"2020","5","40.221","-8.338","2","0"
"2020","5","40.241","116.602","24","0"
"2020","5","40.278","46.816","74","0"
"2020","5","40.307","45.408","18","0"
"2020","5","40.332","67.500","1","0"
"2020","5","40.364","47.209","2","0"
"2020","5","40.461","71.241","2","0"
"2020","5","40.516","43.040","6","8"
"2020","5","40.517","16.131","10","0"
"2020","5","40.525","-3.771","44","0"
"2020","5","40.531","72.796","1","0"
"2020","5","40.557","45.685","45","0"
"2020","5","40.573","46.716","23","0"
"2020","5","40.589","49.637","1","0"
"2020","5","40.590","20.727","2","0"
"2020","5","40.657","20.088","5","0"
"2020","5","40.705","47.061","1","0"
"2020","5","40.727","72.298","2","1"
"2020","5","40.735","30.572","1","0"
"2020","5","40.740","19.569","3","0"
"2020","5","40.750","14.915","61","0"
"2020","5","40.812","43.883","2","0"
"2020","5","40.845","23.014","48","0"
"2020","5","40.869","29.821","3","0"
"2020","5","40.869","31.212","1","0"
"2020","5","40.871","16.821","51","0"
"2020","5","40.882","140.485","1","0"
"2020","5","40.906","45.677","11","0"
"2020","5","40.910","40.817","2","0"
"2020","5","40.959","44.546","5","0"
"2020","5","40.972","45.155","94","0"
"2020","5","40.998","-77.819","170","1"
"2020","5","41.073","27.390","1","0"
"2020","5","41.102","122.343","1","0"
"2020","5","41.115","42.933","1","0"
"2020","5","41.237","-8.302","5","0"
"2020","5","41.248","69.916","3","0"
"2020","5","41.253","19.810","17","0"
"2020","5","41.271","28.471","52","0"
"2020","5","41.278","35.876","1","0"
"2020","5","41.281","86.215","1","0"
"2020","5","41.283","21.629","1","0"
"2020","5","41.287","69.255","6","0"
"2020","5","41.296","26.696","1","0"
"2020","5","41.366","75.994","4","0"
"2020","5","41.385","-0.840","12","0"
"2020","5","41.435","19.622","8","0"
"2020","5","41.498","-100.030","41","1"
"2020","5","41.513","73.218","1","0"
"2020","5","41.527","-72.661","86","0"
"2020","5","41.527","43.247","1","0"
"2020","5","41.570","-8.306","1","0"
"2020","5","41.593","48.750","1","0"
"2020","5","41.660","-4.079","25","0"
"2020","5","41.662","-71.617","12","0"
"2020","5","41.672","42.103","15","0"
"2020","5","41.692","1.584","65","0"
"2020","5","41.718","14.626","6","0"
"2020","5","41.732","44.837","11","0"
"2020","5","41.750","23.488","5","0"
"2020","5","41.764","25.925","3","0"
"2020","5","41.815","45.718","3","0"
"2020","5","41.881","-8.520","2","0"
"2020","5","41.941","-93.151","73","0"
"2020","5","41.977","42.126","2","0"
"2020","5","41.989","43.981","2","0"
"2020","5","41.992","22.423","1","0"
"2020","5","41.997","21.432","1","0"
"2020","5","42.021","12.500","98","0"
"2020","5","42.062","78.159","1","0"
"2020","5","42.152","24.152","1","0"
"2020","5","42.188","9.069","3","0"
"2020","5","42.188","42.952","3","0"
"2020","5","42.189","20.356","1","0"
"2020","5","42.191","-72.093","118","0"
"2020","5","42.228","44.857","1","0"
"2020","5","42.239","24.789","1","0"
"2020","5","42.246","19.707","3","0"
"2020","5","42.260","18.919","3","0"
"2020","5","42.282","-2.483","6","0"
"2020","5","42.290","13.853","26","0"
"2020","5","42.294","21.120","1","0"
"2020","5","42.294","69.639","4","0"
"2020","5","42.298","44.100","1","0"
"2020","5","42.464","19.273","2","0"
"2020","5","42.504","18.544","1","0"
"2020","5","42.555","74.625","6","0"
"2020","5","42.612","-1.840","7","0"
"2020","5","42.651","23.333","17","0"
"2020","5","42.663","42.233","2","0"
"2020","5","42.722","19.755","2","0"
"2020","5","42.792","21.247","7","0"
"2020","5","42.799","-7.885","30","0"
"2020","5","42.830","19.833","5","0"
"2020","5","42.838","18.850","3","0"
"2020","5","42.872","4.585","6","0"
"2020","5","42.876","-76.083","227","0"
"2020","5","42.935","20.782","1","0"
"2020","5","42.944","16.913","3","0"
"2020","5","42.965","-2.563","16","0"
"2020","5","42.988","-107.549","26","0"
"2020","5","42.991","12.431","16","0"
"2020","5","42.999","41.450","3","0"
"2020","5","43.077","19.695","2","0"
"2020","5","43.089","46.983","3","6"
"2020","5","43.116","45.013","1","2"
"2020","5","43.136","-4.264","4","0"
"2020","5","43.214","25.609","1","0"
"2020","5","43.214","27.620","2","0"
"2020","5","43.218","76.919","6","0"
"2020","5","43.271","-5.854","15","0"
"2020","5","43.286","68.721","10","0"
"2020","5","43.313","19.306","4","0"
"2020","5","43.328","13.255","31","0"
"2020","5","43.417","11.218","92","0"
"2020","5","43.440","21.957","8","0"
"2020","5","43.457","43.436","1","0"
"2020","5","43.492","21.180","1","0"
"2020","5","43.532","16.781","2","0"
"2020","5","43.568","126.113","3","0"
"2020","5","43.587","19.763","4","0"
"2020","5","43.690","2.118","29","0"
"2020","5","43.756","22.039","1","0"
"2020","5","43.772","20.331","4","0"
"2020","5","43.854","16.014","2","0"
"2020","5","43.867","-72.780","20","0"
"2020","5","43.885","53.502","7","0"
"2020","5","43.904","27.070","1","0"
"2020","5","43.915","17.549","9","0"
"2020","5","44.004","-71.554","26","0"
"2020","5","44.069","25.191","1","0"
"2020","5","44.076","6.237","15","0"
"2020","5","44.115","-120.524","119","0"
"2020","5","44.120","20.853","8","0"
"2020","5","44.165","72.547","3","0"
"2020","5","44.177","15.344","2","0"
"2020","5","44.227","9.683","35","0"
"2020","5","44.257","-100.254","13","0"
"2020","5","44.435","11.153","73","0"
"2020","5","44.446","26.096","4","0"
"2020","5","44.470","21.008","1","0"
"2020","5","44.489","40.140","1","0"
"2020","5","44.519","19.505","2","0"
"2020","5","44.670","17.366","2","0"
"2020","5","44.678","20.380","21","0"
"2020","5","44.731","-90.374","91","0"
"2020","5","44.771","77.314","3","0"
"2020","5","44.977","0.105","21","0"
"2020","5","44.993","20.940","1","0"
"2020","5","45.109","63.541","3","0"
"2020","5","45.133","38.069","3","0"
"2020","5","45.144","13.912","3","0"
"2020","5","45.169","18.857","1","0"
"2020","5","45.262","-69.160","51","0"
"2020","5","45.262","7.835","66","0"
"2020","5","45.269","26.775","1","0"
"2020","5","45.306","34.142","1","0"
"2020","5","45.324","15.487","1","0"
"2020","5","45.353","14.760","3","0"
"2020","5","45.359","118.315","2","0"
"2020","5","45.436","20.514","1","0"
"2020","5","45.449","19.768","9","0"
"2020","5","45.460","4.799","21","0"
"2020","5","45.488","106.066","1","0"
"2020","5","45.493","13.614","1","0"
"2020","5","45.494","-115.465","34","0"
"2020","5","45.517","13.845","3","0"
"2020","5","45.525","15.211","1","0"
"2020","5","45.564","18.437","2","0"
"2020","5","45.657","9.679","93","0"
